"Subject"	"X1.a_Debrief"	"X1.b_Debrief"	"X1.c_Debrief"	"X1.d_Debrief"	"X1.e_Debrief"	"X2.a_Debrief"	"X2.b_Debrief"	"X2.c_Debrief"	"X2.d_Debrief"	"X2.e_Debrief"	"X2.f_Debrief"	"X2.g_Debrief"	"X2.h_Debrief"	"Game.play.affect.distraction.time_Debrief"	"Surprise_Debrief"	"Suspected_Debrief"	"Entrant_Debrief"	"Entrant_Distraction_Assignment"	"Entrant_Note_sheet"	"Entrant_Post-Questionnaire"	"Entrant_Writing_Task_Evaluation"	"Assignment_Distraction_Assignment"	"Date_Note_sheet"	"Time_Note_sheet"	"RA_Note_sheet"	"Station_Note_sheet"	"Condition_Note_sheet"	"Game.1_Note_sheet"	"Game.2_Note_sheet"	"Game.3_Note_sheet"	"Game.4_Note_sheet"	"Game.5_Note_sheet"	"Game.6_Note_sheet"	"Good.Session_Note_sheet"	"irritated_Post-Questionnaire"	"happy_Post-Questionnaire"	"angered_Post-Questionnaire"	"helpful_Post-Questionnaire"	"pleased_Post-Questionnaire"	"annoyed_Post-Questionnaire"	"knew.others_Post-Questionnaire"	"knew.partner_Post-Questionnaire"	"easy.nav_Post-Questionnaire"	"excited_Post-Questionnaire"	"engaged_Post-Questionnaire"	"challenging_Post-Questionnaire"	"stressful_Post-Questionnaire"	"violence_Post-Questionnaire"	"diff.nav_Post-Questionnaire"	"reflexes_Post-Questionnaire"	"satisfying_Post-Questionnaire"	"effective_Post-Questionnaire"	"difficult_Post-Questionnaire"	"good.fight_Post-Questionnaire"	"hard.control_Post-Questionnaire"	"mental.effort_Post-Questionnaire"	"comfort.control_Post-Questionnaire"	"exhausting_Post-Questionnaire"	"aggressed_Post-Questionnaire"	"enjoyed_Post-Questionnaire"	"often.played_Post-Questionnaire"	"FPS.experience_Post-Questionnaire"	"FPS.skill_Post-Questionnaire"	"mkb.experience_Post-Questionnaire"	"vg.freq_Post-Questionnaire"	"vg.cumul_Post-Questionnaire"	"gender_Post-Questionnaire"	"age_Post-Questionnaire"	"race_Post-Questionnaire"	"year_Post-Questionnaire"	"GPA_Post-Questionnaire"	"A_Writing_Task_Evaluation"	"B_Writing_Task_Evaluation"	"C_Writing_Task_Evaluation"	"D_Writing_Task_Evaluation"	"E_Writing_Task_Evaluation"	"F_Writing_Task_Evaluation"	"L2d4d_"	"R2d4d_"	"L_ring_length_"	"L_ring_angle_"	"L_index_length_"	"L_index_angle_"	"R_index_length_"	"R_index_angle_"	"R_ring_length_"	"R_ring_angle_"	"nCoders_"	"Violence"	"Difficulty"
"232"	"0"	"0"	"0"	"1"	"0"	"circle w/ slash"	"circle w/ slash"	"0"	"0"	"circle w/ slash"	"circle w/ slash"	"1"	"0- N/A note"	"no"	"no"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"4"	"16167"	"0.548611111111111"	"HG"	"4"	"4"	"0"	"347"	"11"	"1300"	"130"	"39"	"Yes"	"2"	"2"	"2"	"1"	"2"	"3"	"No"	"No"	"7"	"4"	"6"	"2"	"2"	"2"	"1"	"2"	"5"	"6"	"3"	"3"	"1"	"3"	"7"	"1"	"7"	"5"	"7"	"7"	"6"	"7"	"2"	"6"	"M"	"21"	"5"	"3"	"3.5"	"-3"	"-9"	"-3"	"7"	"-6"	"-3"	"0.968078932095183"	"0.906732829592872"	"861.5"	"80.65"	"834"	"86.08"	"804"	"89.5"	"886.7"	"83.52"	"1"	"Nonviolent"	"Hard"
"233"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16168"	"0.625"	"RP"	"4"	"1"	"0"	"445"	"10"	"1168"	"190"	"0"	"No"	"4"	"1"	"4"	"1"	"1"	"7"	"No"	"No"	"7"	"4"	"7"	"1"	"2"	"7"	"1"	"2"	"4"	"4"	"1"	"1"	"4"	"1"	"7"	"1"	"7"	"4"	"1"	"2"	"4"	"2"	"1"	"2"	"M"	"19"	"5"	"1"	"3"	"4"	"4"	"5"	"6"	"2"	"4"	"0.968818210165263"	"0.962435500515996"	"962.1"	"86.19"	"932.1"	"89.2"	"932.6"	"82.67"	"969"	"87.46"	"1"	"Violent"	"Easy"
"234"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"yes"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16168"	"0.625"	"JH"	"2"	"2"	"3"	"163"	"3"	"725"	"33"	"67"	"Yes"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"5"	"6"	"7"	"3"	"4"	"3"	"1"	"4"	"6"	"6"	"2"	"2"	"3"	"4"	"6"	"2"	"4"	"7"	"1"	"5"	"4"	"5"	"2"	"2"	"M"	"19"	"5"	"1"	"3.4"	"5"	"6"	"5"	"6"	"-7"	"2"	"0.968131016930397"	"0.961799754983851"	"903.7"	"84.16"	"874.9"	"87.38"	"863.6"	"87.88"	"897.9"	"84.63"	"1"	"Violent"	"Hard"
"235"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"maybe"	"yes"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"2"	"16168"	"0.666666666666667"	"RP"	"4"	"3"	"0"	"455"	"16"	"1593"	"189"	"0"	"Yes"	"5"	"4"	"4"	"4"	"4"	"4"	"No"	"No"	"5"	"4"	"5"	"1"	"2"	"4"	"4"	"1"	"4"	"6"	"4"	"4"	"4"	"2"	"7"	"2"	"2"	"4"	"4"	"7"	"6"	"4"	"5"	"5"	"M"	"19"	"5"	"1"	"2.9"	"7"	"7"	"8"	"8"	"9"	"8"	"0.94281474717498"	"0.91023747301443"	"876.1"	"89.08"	"826"	"89.86"	"801.1"	"84.99"	"880.1"	"88.96"	"1"	"Nonviolent"	"Easy"
"236"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maybe"	"yes"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16168"	"0.666666666666667"	"JH"	"2"	"4"	"4"	"224"	"4"	"750"	"82"	"107"	"Yes"	"5"	"4"	"4"	"3"	"3"	"5"	"No"	"No"	"5"	"3"	"5"	"5"	"3"	"2"	"3"	"5"	"5"	"5"	"5"	"5"	"6"	"5"	"5"	"3"	"3"	"2"	"2"	"6"	"5"	"5"	"5"	"4"	"M"	"19"	"5"	"1"	"3.7"	"4"	"4"	"6"	"6"	"3"	"5"	"0.975980541197932"	"0.996613648024628"	"986.7"	"87.85"	"963"	"89.46"	"971.2"	"88.7"	"974.5"	"85.88"	"1"	"Nonviolent"	"Hard"
"237"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"no"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"3"	"16168"	"0.760416666666667"	"MB"	"2"	"1"	"0"	"350"	"21"	"1824"	"79"	"0"	"Yes"	"4"	"1"	"4"	"1"	"1"	"7"	"No"	"No"	"7"	"6"	"7"	"1"	"1"	"7"	"1"	"1"	"4"	"7"	"1"	"1"	"1"	"1"	"7"	"1"	"7"	"5"	"5"	"7"	"3"	"6"	"6"	"7"	"M"	"18"	"5"	"1"	"3"	"8"	"0"	"2"	"10"	"-10"	"6"	"0.919082006133149"	"0.959695207539603"	"1010.9"	"84.95"	"929.1"	"87.22"	"957.2"	"88.98"	"997.4"	"83.03"	"1"	"Violent"	"Easy"
"238"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"no"	"yes"	"1"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16168"	"0.760416666666667"	"DT"	"4"	"2"	"1"	"314"	"9"	"1110"	"117"	"71"	"Yes"	"5"	"3"	"4"	"1"	"1"	"5"	"No"	"No"	"7"	"6"	"7"	"5"	"1"	"4"	"1"	"5"	"4"	"5"	"2"	"3"	"2"	"1"	"3"	"1"	"5"	"6"	"6"	"7"	"6"	"5"	"3"	"7"	"M"	"19"	"2"	"2"	"2.5"	"7"	"-3"	"6"	"8"	"0"	"4"	"0.959445371142619"	"0.932602353887939"	"959.2"	"78.51"	"920.3"	"88.44"	"927.1"	"85.3"	"994.1"	"87.35"	"1"	"Violent"	"Hard"
"239"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"maybe"	"no"	"5"	"TG"	"TG"	"TG"	"TG"	"TG"	"2"	"16168"	"0.802083333333333"	"DT"	"4"	"3"	"0"	"488"	"22"	"1502"	"203"	"0"	"Maybe"	"2"	"2"	"2"	"2"	"4"	"2"	"No"	"No"	"7"	"1"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"2"	"5"	"1"	"2"	"1"	"7"	"2"	"4"	"1"	"3"	"6"	"3"	"7"	"5"	"6"	"M"	"19"	"6"	"1"	"3.2"	"0"	"0"	"-2"	"5"	"1"	"-1"	"0.948632349773853"	"0.96953642384106"	"928.6"	"87.9"	"880.9"	"83.94"	"878.4"	"81.16"	"906"	"85.32"	"1"	"Nonviolent"	"Easy"
"24"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"Maybe"	"Yes"	"3"	"AM"	"CH"	"AM"	"AM"	"CH"	"9"	"41547"	"0.71875"	"JC"	"2"	"4"	"1"	"462"	"12"	"2224"	"79"	"87"	"Yes"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"5"	"6"	"1"	"1"	"1"	"1"	"1"	"7"	"5"	"1"	"5"	"1"	"1"	"7"	"1"	"3"	"3"	"2"	"7"	"7"	"2"	"7"	"7"	"M"	"18"	"2"	"1"	"3.8"	"8"	"5"	"7"	"10"	"1"	"7"	"0.94685534591195"	"0.945383347073372"	"954"	"84.1"	"903.3"	"83.77"	"917.4"	"78.81"	"970.4"	"88.41"	"1"	"Nonviolent"	"Hard"
"240"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"no"	"no"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16168"	"0.802083333333333"	"MB"	"2"	"4"	"3"	"262"	"6"	"1154"	"69"	"67"	"Yes"	"4"	"4"	"4"	"4"	"4"	"3"	"No"	"No"	"5"	"3"	"3"	"3"	"1"	"1"	"3"	"5"	"3"	"5"	"3"	"3"	"5"	"3"	"5"	"3"	"1"	"4"	"1"	"5"	"5"	"3"	"5"	"5"	"M"	"19"	"5"	"1"	"3"	"6"	"0"	"2"	"10"	"2"	"6"	"0.94841997961264"	"0.961463564620273"	"981"	"86.32"	"930.4"	"85.07"	"938.1"	"80.8"	"975.7"	"87.83"	"1"	"Nonviolent"	"Hard"
"241"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"no"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"4"	"16169"	"0.416666666666667"	"RP"	"2"	"1"	"0"	"550"	"19"	"2964"	"28"	"0"	"No"	"4"	"3"	"4"	"2"	"2"	"5"	"No"	"No"	"7"	"5"	"6"	"1"	"2"	"6"	"1"	"4"	"5"	"5"	"3"	"1"	"1"	"2"	"7"	"2"	"6"	"6"	"4"	"7"	"6"	"6"	"7"	"7"	"M"	"24"	"5"	"4"	"3.41"	"5"	"-5"	"2"	"6"	"6"	"4"	"0.966376624771726"	"0.987251967631083"	"930.9"	"84.14"	"899.6"	"78.33"	"890.6"	"77.95"	"902.1"	"89.11"	"1"	"Violent"	"Easy"
"242"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"no"	"maybe"	"1"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16169"	"0.458333333333333"	"RP"	"2"	"2"	"0"	"295"	"9"	"1227"	"64"	"52"	"Yes"	"4"	"4"	"3"	"1"	"1"	"3"	"No"	"No"	"7"	"4"	"5"	"3"	"2"	"2"	"1"	"2"	"5"	"6"	"2"	"3"	"3"	"1"	"7"	"1"	"1"	"5"	"3"	"5"	"5"	"2"	"4"	"4"	"M"	"19"	"5"	"1"	"3"	"7"	"6"	"7"	"10"	"9"	"8"	"0.879402106216737"	"0.878754171301446"	"883.1"	"89.35"	"776.6"	"85.27"	"790"	"89.85"	"899"	"85.34"	"1"	"Violent"	"Hard"
"243"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"no"	"yes"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"3"	"16174"	"0.629166666666667"	"HG"	"2"	"3"	"0"	"382"	"13"	"876"	"165"	"0"	"Yes"	"4"	"4"	"5"	"3"	"2"	"5"	"No"	"No"	"7"	"4"	"5"	"2"	"1"	"2"	"1"	"2"	"3"	"4"	"2"	"2"	"1"	"3"	"7"	"4"	"1"	"4"	"5"	"7"	"6"	"2"	"4"	"6"	"M"	"20"	"5"	"2"	"3.25"	"10"	"6"	"5"	"8"	"4"	"7"	"0.990664717129682"	"0.983409419886427"	"889.1"	"87.1"	"880.8"	"87.53"	"883.2"	"85.13"	"898.1"	"78.18"	"1"	"Nonviolent"	"Easy"
"244"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"maybe"	"no"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"6"	"16174"	"0.625"	"LK"	"4"	"4"	"2"	"561"	"22"	"2634"	"25"	"199"	"Yes"	"6"	"1"	"5"	"1"	"2"	"6"	"No"	"No"	"7"	"5"	"6"	"5"	"2"	"3"	"2"	"5"	"5"	"5"	"6"	"5"	"1"	"5"	"7"	"3"	"2"	"5"	"2"	"7"	"6"	"6"	"7"	"7"	"M"	"19"	"5"	"1"	"3.3"	"6"	"-3"	"-9"	"7"	"3"	"5"	"0.959824935473011"	"0.957546655025647"	"891.1"	"83.3"	"855.3"	"88.39"	"877.4"	"86.73"	"916.3"	"84.43"	"1"	"Nonviolent"	"Hard"
"245"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"maybe"	"no"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"6"	"16175"	"0.625"	"RP"	"4"	"1"	"0"	"412"	"14"	"759"	"221"	"0"	"Yes"	"6"	"2"	"2"	"1"	"2"	"6"	"No"	"No"	"5"	"4"	"5"	"1"	"1"	"5"	"3"	"1"	"4"	"6"	"1"	"1"	"2"	"2"	"6"	"2"	"4"	"4"	"5"	"7"	"7"	"5"	"5"	"6"	"M"	"22"	"5"	"4"	"3"	"7"	"-6"	"-2"	"6"	"-6"	"-4"	"0.977520873474631"	"0.962268106068546"	"934.2"	"88.71"	"913.2"	"87.11"	"918.1"	"89.31"	"954.1"	"83.5"	"1"	"Violent"	"Easy"
"246"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"no"	"5"	"TG"	"TG"	"TG"	"TG"	"TG"	"1"	"16175"	"0.666666666666667"	"RP"	"2"	"2"	"0"	"383"	"12"	"1423"	"134"	"55"	"Yes"	"1"	"4"	"4"	"1"	"1"	"1"	"No"	"No"	"7"	"5"	"5"	"5"	"2"	"6"	"2"	"5"	"5"	"5"	"2"	"4"	"3"	"1"	"7"	"2"	"6"	"5"	"6"	"7"	"6"	"7"	"7"	"7"	"M"	"19"	"5"	"1"	"2.5"	"-5"	"-7"	"-6"	"3"	"-4"	"-5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"247"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"maybe"	"yes"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"4"	"16175"	"0.666666666666667"	"JC"	"2"	"3"	"0"	"395"	"13"	"940"	"168"	"0"	"Yes"	"4"	"3"	"4"	"2"	"3"	"5"	"No"	"No"	"7"	"4"	"5"	"1"	"4"	"3"	"2"	"5"	"3"	"5"	"4"	"5"	"4"	"5"	"5"	"4"	"3"	"4"	"5"	"5"	"3"	"6"	"2"	"3"	"M"	"19"	"5"	"1"	"2.7/2.8"	"9"	"0"	"3"	"7"	"-2"	"2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"248"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"6"	"16175"	"0.760416666666667"	"MB"	"2"	"4"	"4"	"381"	"8"	"1501"	"159"	"100"	"Yes"	"5"	"3"	"5"	"1"	"3"	"6"	"No"	"No"	"5"	"4"	"4"	"5"	"4"	"4"	"2"	"3"	"5"	"5"	"3"	"5"	"3"	"4"	"5"	"3"	"2"	"4"	"5"	"7"	"6"	"4"	"4"	"5"	"M"	"19"	"5"	"1"	"3"	"5"	"7"	"5"	"8"	"6"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"249"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"yes"	"yes"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16175"	"0.802083333333333"	"DT "	"4"	"1"	"0"	"511"	"20"	"1175"	"227"	"0"	"Yes"	"4"	"2"	"4"	"1"	"2"	"5"	"No"	"No"	"7"	"4"	"3"	"3"	"2"	"7"	"1"	"2"	"3"	"5"	"1"	"1"	"1"	"3"	"7"	"2"	"4"	"1"	"1"	"5"	"6"	"5"	"3"	"4"	"M"	"18"	"2"	"1"	"3.95"	"5"	"2"	"4"	"9"	"8"	"5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"25"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"Maybe"	"Maybe"	"1"	"AM"	"CH"	"AM"	"AM"	"CH"	"7"	"41548"	"0.75"	"JC"	"4"	"1"	"0"	"548"	"19"	"1718"	"236"	"0"	"Yes"	"4"	"4"	"4"	"4"	"4"	"4"	"No"	"No"	"7"	"6"	"6"	"1"	"2"	"7"	"1"	"6"	"7"	"7"	"1"	"1"	"1"	"2"	"6"	"4"	"3"	"4"	"2"	"7"	"7"	"1"	"2"	"5"	"M"	"19"	"5"	"1"	"3.4"	"2"	"5"	"4"	"5"	"7"	"5"	"1.00433266406002"	"1.01293717794102"	"946.3"	"86.97"	"950.4"	"86.92"	"923.9"	"84.1"	"912.1"	"89.31"	"1"	"Violent"	"Easy"
"250"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"no"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"3"	"16175"	"0.802083333333333"	"MB"	"2"	"2"	"5"	"336"	"6"	"1565"	"59"	"127"	"Yes"	"4"	"3"	"4"	"2"	"4"	"2"	"No"	"No"	"6"	"6"	"6"	"5"	"6"	"7"	"4"	"4"	"5"	"6"	"4"	"4"	"2"	"3"	"5"	"3"	"5"	"5"	"5"	"5"	"4"	"5"	"3"	"4"	"M"	"18"	"5"	"2/transfer"	"2.7"	"5"	"2"	"5"	"10"	"8"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"251"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"no"	"no"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16176"	"0.416666666666667"	"JC"	"4"	"3"	"0"	"159"	"22"	"0"	"167"	"0"	"Yes"	"5"	"2"	"5"	"2"	"2"	"7"	"No"	"No"	"7"	"4"	"4"	"2"	"1"	"1"	"1"	"4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2"	"3"	"4"	"4"	"5"	"5"	"5"	"2"	"4"	"M"	"19"	"5"	"1"	"3.8"	"8"	"6"	"8"	"8"	"8"	"9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"252"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"no"	"1"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16176"	"0.416666666666667"	"RP"	"2"	"4"	"4"	"217"	"5"	"757"	"76"	"87"	"Yes"	"7"	"1"	"1"	"1"	"1"	"5"	"No"	"No"	"3"	"4"	"6"	"5"	"2"	"3"	"5"	"7"	"7"	"7"	"2"	"5"	"5"	"2"	"5"	"1"	"4"	"7"	"2"	"7"	"1"	"5"	"2"	"5"	"M"	"18"	"5"	"1"	"3.5"	"9"	"8"	"9"	"8"	"8"	"9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"253"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"yes"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16176"	"0.458333333333333"	"JC"	"2"	"1"	"0"	"343"	"12"	"1445"	"53"	"0"	"Maybe"	"5"	"2"	"5"	"4"	"2"	"5"	"No"	"No"	"7"	"5"	"6"	"2"	"2"	"6"	"1"	"3"	"7"	"7"	"2"	"2"	"4"	"1"	"6"	"2"	"6"	"5"	"MISSING"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3"	"0"	"5"	"7"	"8"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"254"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"maybe"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16176"	"0.458333333333333"	"RP"	"4"	"2"	"0"	"337"	"11"	"1082"	"104"	"58"	"Yes"	"7"	"1"	"4"	"1"	"1"	"7"	"No"	"No"	"7"	"7"	"7"	"2"	"1"	"7"	"1"	"7"	"4"	"7"	"1"	"3"	"1"	"7"	"7"	"1"	"1"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"M"	"19"	"2"	"1"	"3"	"6"	"0"	"3"	"5"	"5"	"4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"255"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"yes"	"no"	"1"	"TG"	"TG"	"TG"	"TG"	"TG"	"1"	"16176"	"0.5"	"EM"	"4"	"3"	"0"	"468"	"16"	"1229"	"230"	"0"	"Yes"	"5"	"3"	"2"	"2"	"2"	"2"	"No"	"No"	"6"	"3"	"3"	"1"	"1"	"1"	"1"	"1"	"6"	"6"	"4"	"2"	"2"	"1"	"7"	"1"	"1"	"4"	"3"	"6"	"6"	"6"	"5"	"5"	"M"	"19"	"5"	"1"	"3.5"	"9"	"0"	"5"	"5"	"6"	"8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"256"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"maybe"	"no"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"4"	"16176"	"0.625"	"LK"	"2"	"4"	"0"	"407"	"13"	"1822"	"67"	"35"	"Yes"	"2"	"1"	"1"	"1"	"4"	"2"	"No"	"No"	"6"	"4"	"4"	"2"	"1"	"1"	"1"	"2"	"2"	"1"	"4"	"2"	"2"	"2"	"6"	"2"	"2"	"4"	"2"	"6"	"6"	"6"	"4"	"6"	"M"	"20"	"5"	"3"	"3.7"	"-2"	"2"	"-1"	"4"	"0"	"0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Hard"
"257"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maybe"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"6"	"16176"	"0.625"	"HG"	"4"	"1"	"0"	"437"	"13"	"1633"	"183"	"0"	"Yes"	"7"	"4"	"6"	"1"	"1"	"6"	"No"	"No"	"7"	"5"	"5"	"3"	"1"	"7"	"1"	"3"	"6"	"6"	"1"	"1"	"1"	"3"	"7"	"1"	"5"	"5"	"5"	"7"	"7"	"7"	"7"	"7"	"M"	"20"	"5"	"2"	"3"	"1"	"0"	"0"	"1"	"1"	"1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Easy"
"258"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"no"	"no"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"3"	"16181"	"0.583333333333333"	"HG"	"2"	"2"	"4"	"265"	"6"	"823"	"119"	"110"	"Yes"	"4"	"4"	"2"	"2"	"2"	"5"	"No"	"No"	"5"	"5"	"6"	"4"	"3"	"7"	"2"	"4"	"5"	"6"	"3"	"4"	"2"	"3"	"7"	"2"	"2"	"5"	"2"	"4"	"3"	"6"	"2"	"3"	"M"	"19"	"5"	"1"	"3.83"	"1"	"2"	"2"	"3"	"3"	"3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Violent"	"Hard"
"259"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"maybe"	"maybe"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16181"	"0.625"	"JH/LK"	"4"	"3"	"0"	"468"	"15"	"372"	"345"	"0"	"Yes"	"5"	"3"	"5"	"1"	"3"	"5"	"No"	"No"	"6"	"5"	"6"	"2"	"2"	"2"	"2"	"2"	"4"	"5"	"4"	"4"	"4"	"3"	"4"	"3"	"2"	"7"	"4"	"6"	"6"	"4"	"7"	"7"	"M"	"20"	"5"	"2"	"2.5"	"5"	"5"	"5"	"8"	"5"	"6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nonviolent"	"Easy"
"26"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"1"	"AM"	"CH"	"AM"	"AM"	"CH"	"1"	"41548"	"0.708333333333333"	"Mallory "	"2"	"2"	"0"	"351"	"11"	"1722"	"85"	"55"	"Maybe"	"1"	"4"	"1"	"1"	"4"	"1"	"No"	"No"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"7"	"1"	"1"	"1"	"1"	"7"	"1"	"1"	"5"	"7"	"7"	"1"	"5"	"7"	"7"	"M"	"18"	"5"	"1"	"4"	"-5"	"-5"	"-5"	"-5"	"-5"	"-5"	"0.925"	"0.901973066082055"	"932"	"85.38"	"862.1"	"89.27"	"864"	"87.21"	"957.9"	"86.3"	"1"	"Violent"	"Hard"
