"Subject"	"1.a"	"1.b"	"1.c"	"1.d"	"1.e"	"2.a"	"2.b"	"2.c"	"2.d"	"2.e"	"2.f"	"2.g"	"2.h"	"Game.affect.distraction"	"Surprise"	"Suspected"	"Why "	"Entrant"	"Assignment"	"Entrant"	"Date"	"Time"	"RA"	"Station"	"Condition"	"Game.1"	"Game.2"	"Game.3"	"Game.4"	"Game.5"	"Game.6"	"Good.Session"	"Notes"	"Entrant"	"irritated"	"happy"	"angered"	"helpful"	"pleased"	"annoyed"	"knew.others"	"knew.partner"	"easy.nav"	"excited"	"engaged"	"challenging"	"stressful"	"violence"	"diff.nav"	"reflexes"	"satisfying"	"effective"	"difficult"	"good.fight"	"hard.control"	"mental.effort"	"comfort.control"	"exhausting"	"aggressed"	"enjoyed"	"often.played"	"FPS.experience"	"FPS.skill"	"mkb.experience"	"vg.freq"	"vg.cumul"	"gender"	"age"	"race"	"year"	"GPA"	"Entrant"	"A"	"B"	"C"	"D"	"E"	"F"	"Entrant"	"L2d4d"	"R2d4d"	"L_ring_length"	"L_ring_angle"	"L_index_length"	"L_index_angle"	"R_ring_length"	"R_ring_angle"	"R_index_length"	"R_index_angle"	"notes"	"coder"	"Violence"	"Difficulty"
"202"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"1"	"Take away biasness from the expirimenters"	"TG"	"3"	"JC"	"1393891200"	"0.66666666666666663"	"JC"	"4"	"2"	"0"	"220"	"7"	"602"	"95"	"42"	"Yes"	"Good session"	"TG"	"7"	"1"	"4"	"1"	"1"	"7"	"No"	"No"	"6"	"6"	"6"	"5"	"3"	"4"	"6"	"6"	"6"	"5"	"4"	"3"	"4"	"5"	"6"	"4"	"4"	"5"	"6"	"6"	"6"	"5"	"5"	"6"	"M"	"19"	"3"	"1"	"3"	"TG"	"6"	"7"	"7"	"8"	"6"	"6"	"TG"	"0.964418878750813"	"0.977384503780072"	"886.4"	"84.305"	"854.85"	"88.39"	"890.95"	"83.685"	"870.8"	"88.52"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Hard"
"203"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"Yes"	"3"	"Maybe just ask."	"TG"	NA	NA	"1393891200"	"0.80208333333333337"	"DT"	"4"	"3"	"0"	"328"	"10"	"921"	"127"	"0"	"Yes"	"Didn’t really understand English too well. Had trouble with video game"	"TG"	"6"	"1"	"7"	"4"	"3"	"7"	"No"	"No"	"6"	"4"	"2"	"2"	"3"	"4"	"4"	"3"	"4"	"5"	"6"	"4"	"5"	"4"	"5"	"7"	"2"	"4"	"2"	"6"	"5"	"7"	"4"	"5"	"M"	"19"	"6-Asian"	"1"	"3.7"	"TG"	"10"	"10"	"9"	"9"	"10"	"10"	"TG"	"0.94904409749297"	"0.942568153608819"	"847.65"	"89.055"	"804.45"	"77.545"	"842.55"	"89.42"	"794.15"	"81.785"	"NA, NA"	"Rachel, Taylor"	"Nonviolent"	"Easy"
"204"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"No"	"Yes"	"3"	"To see how much  we would hate each other?"	"TG"	"9"	"JC"	"1393977600"	"0.41666666666666669"	"RP"	"4"	"4"	"0"	"323"	"10"	"941"	"128"	"31"	"Maybe"	"Never said he was suspicious but when I debriefed him he said he was after the essay evaluation"	"TG"	"6"	"2"	"6"	"1"	"1"	"6"	"No"	"No"	"7"	"6"	"7"	"5"	"3"	"1"	"1"	"2"	"6"	"6"	"2"	"5"	"2"	"2"	"7"	"2"	"1"	"7"	"6"	"6"	"6"	"6"	"5"	"6"	"M"	"21"	"6- M. Eastern"	"3"	"2.2000000000000002"	"TG"	"2"	"3"	"5"	"6"	"-2"	"1"	"TG"	"0.902692858754065"	"0.934526583705784"	"860.85"	"84.965"	"777.1"	"82.53"	"865.25"	"86.985"	"808.6"	"87.805"	"NA, NA"	"Rachel, Taylor"	"Nonviolent"	"Hard"
"205"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Maybe"	"1"	"So the distraction level would be random"	"TG"	"9"	"JC"	"1394496000"	"0.625"	"RP"	"4"	"1"	"0"	"320"	"13"	"933"	"147"	"0"	"Yes"	"had absolutely no idea how to play the game, very slow"	"TG"	"4"	"3"	"7"	"1"	"1"	"5"	"No"	"No"	"5"	"6"	"7"	"6"	"1"	"7"	"3"	"5"	"7"	"7"	"3"	"5"	"6"	"7"	"7"	"1"	"7"	"7"	"2"	"3"	"5"	"7"	"4"	"4"	"M"	"18"	"2"	"1"	"2.8"	"TG"	"7"	"8"	"7"	"9"	"7"	"7"	"TG"	"0.861645211775709"	"0.89844763632804"	"1105.15"	"88.11"	"952.25"	"75.4"	"1069.7"	"84.95"	"960.95"	"78.75"	"NA, 2 pictures b/c huge hands"	"Rachel, Taylor"	"Violent"	"Easy"
"206"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"Maybe"	"no"	"1"	"to measure hoy angry we where (sic) about their comments on their or our paper"	"TG"	"7"	"JC"	"1394496000"	"0.625"	"JC"	"2"	"2"	"8"	"188"	"4"	"867"	"63"	"126"	"Yes"	"Suspected we might be measuring aggression but said he was completely convinced"	"TG"	"4"	"2"	"5"	"1"	"1"	"4"	"No"	"No"	"2"	"3"	"4"	"7"	"7"	"7"	"5"	"7"	"3"	"3"	"7"	"7"	"5"	"3"	"3"	"5"	"5"	"3"	"1"	"1"	"2"	"3"	"1"	"4"	"M"	"19"	"2"	"2"	"2.8"	"TG"	"3"	"-8"	"1"	"5"	"2"	"0"	"TG"	"0.983301151361553"	"0.991682141588448"	"968.95"	"88.36"	"952.5"	"88.225"	"997.55"	"85.165"	"989"	"89.48"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Hard"
"207"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"No"	"No"	"2"	"to make it a surprise or unbiased"	"TG"	"9"	"JC"	"1394496000"	"0.66666666666666663"	"JC"	"2"	"3"	"0"	"433"	"14"	"2396"	"84"	"0"	"Maybe"	"Probably not a good session because he said he didn't thing anyone would actually write that"	"TG"	"4"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"4"	"4"	"4"	"4"	"1"	"1"	"1"	"4"	"7"	"1"	"1"	"1"	"2"	"7"	"1"	"1"	"3"	"5"	"7"	"7"	"7"	"3"	"5"	"F"	"20"	"5"	"2"	"3.2"	"TG"	"10"	"0"	"10"	"10"	"5"	"6"	"TG"	"0.977623020033962"	"0.958565807696188"	"934.65"	"84.925"	"913.5"	"89.845"	"943.5"	"86.78"	"904.05"	"89.615"	"NA, NA"	"Rachel, Taylor"	"Nonviolent"	"Easy"
"208"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Maybe"	"1"	"To see if we were effected by the review of our essays."	"TG"	"9"	"JC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"1"	"4"	"1"	"2"	"6"	"No"	"No"	"7"	"6"	"7"	"4"	"2"	"2"	"1"	"6"	"6"	"6"	"5"	"5"	"1"	"5"	"7"	"2"	"7"	"7"	"2"	"7"	"5"	"6"	"6"	"7"	"M"	"21"	"5"	"3"	"3.04"	"TG"	"6"	"-4"	"8"	"8"	"7"	"6"	"TG"	"0.89589963913139"	"0.914355080712783"	"906.8"	"87.63"	"812.4"	"88.2"	"892.95"	"87.365"	"816.45"	"85.535"	"NA, NA"	"Rachel, Taylor"	NA	NA
"209"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"Yes"	"Yes"	"4"	"To see if more frustrated we were the more/less time we assigned "	"TG"	"9"	"JC"	"1394496000"	"0.76041666666666663"	"MB"	"2"	"1"	"0"	"488"	"22"	"1780"	"202"	"0"	"Yes"	"No suspicions"	"TG"	"5"	"5"	"2"	"1"	"1"	"6"	"Yes"	"Yes"	"5"	"4"	"5"	"1"	"1"	"5"	"2"	"6"	"6"	"6"	"2"	"2"	"3"	"2"	"6"	"1"	"5"	"4"	"5"	"6"	"4"	"2"	"1"	"5"	"M"	"19"	"5"	"1"	"4"	"TG"	"0"	"-10"	"3"	"9"	"-7"	"-5"	"TG"	"0.948313534571354"	"0.908228940520467"	"930.6"	"89.975"	"882.5"	"89.58"	"933.85"	"83.575"	"848"	"89.63"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Easy"
"21"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"No"	"No"	"3"	"I think we assigned each others' distraction to test agression based on the partners response to our essay"	"AM"	"4"	"CH"	"41546"	"0.54166666666666663"	"Ashley"	"4"	"1"	"0"	"393"	"13"	"397"	"282"	"0"	"Maybe"	"Participant wrote an essay that was completely in between both pro-life and pro-choice- made argument for each case; very chatty; Bought the deception- actually said, \"Well I should assing him 80 seconds for being an asshole, but I'll be nicer I guess.\"; became suspicious after essay in the persuasion task"	"AM"	"5"	"4"	"4"	"3"	"2"	"5"	"Yes"	"No"	"6"	"5"	"6"	"3"	"3"	"6"	"3"	"3"	"5"	"5"	"3"	"1"	"3"	"2"	"6"	"2"	"5"	"5"	"3"	"7"	"5"	"5"	"3"	"4"	"M"	"18"	"5"	"1"	"4"	"AM"	"7"	"6"	"7"	"8"	"8"	"7"	"CH"	"0.933795322361094"	"0.920931360659714"	"808.1"	"89.01"	"754.6"	"80.39"	"824.6"	"85.41"	"759.4"	"76.06"	NA	"Julian"	"Violent"	"Easy"
"210"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"No"	"No"	"4"	"to find out how the video game affected our likelihood to deliver a greater punnishment. "	"TG"	"8"	"JC"	"1394496000"	"0.76041666666666663"	"DT"	"4"	"2"	"1"	"335"	"9"	"1247"	"130"	"74"	"Yes"	"How vid games effect your angry. Knew other participant but used hurt as third person participants both didn’t know"	"TG"	"1"	"6"	"3"	"1"	"2"	"7"	"Yes"	"No"	"1"	"2"	"1"	"1"	"1"	"6"	"2"	"5"	"7"	"7"	"1"	"1"	"1"	"2"	"6"	"1"	"5"	"6"	"6"	"7"	"7"	"6"	"3"	"6"	"M"	"19"	"5"	"1"	"3.5"	"TG"	"5"	"-2"	"7"	"7"	"3"	"5"	"TG"	"0.973243339197327"	"0.989624441451086"	"906.2"	"83.285"	"881.95"	"88.18"	"874.25"	"76.605"	"864.5"	"86.165"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Hard"
"211"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"2"	"I think it was based of how we felt about our partners eveluation"	"TG"	"9"	"JC"	"1394582400"	"0.45833333333333331"	"RP"	"4"	"3"	"0"	"375"	"12"	"295"	"313"	"0"	"Maybe"	"a little suspicious after evluation"	"TG"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"3"	"6"	"1"	"1"	"1"	"1"	"2"	"3"	"3"	"5"	"1"	"1"	"1"	"7"	"2"	"1"	"5"	"1"	"7"	"7"	"7"	"7"	"7"	"M"	"19"	"2"	"1"	"3.2"	"TG"	"-6"	"-8"	"-7"	"2"	"3"	"-2"	"TG"	"0.977245335892776"	"1.00303949225115"	"887.7"	"87.03"	"867.5"	"83.28"	"889.7"	"88.74"	"892.4"	"82.365"	"NA, NA"	"Rachel, Taylor"	"Nonviolent"	"Easy"
"212"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"Yes"	"4"	"So you could see how their evaluation of our essay affecteed us"	"TG"	"9"	"JC"	"1394582400"	"0.45833333333333331"	"JC"	"2"	"4"	"0"	"372"	"12"	"1416"	"112"	"45"	"Yes"	"Good session"	"TG"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"5"	"5"	"5"	"1"	"1"	"1"	"1"	"5"	"5"	"3"	"5"	"2"	"3"	"6"	"2"	"1"	"4"	"5"	"7"	"7"	"7"	"7"	"7"	"M"	"18"	"5"	"1"	"3.62"	"TG"	"5"	"2"	"4"	"6"	"3"	"4"	"TG"	"0.977166960973396"	"0.982491542530432"	"791.65"	"88.945"	"773.4"	"88.11"	"793.9"	"84.68"	"779.55"	"89.23"	"NA, NA"	"Rachel, Taylor"	"Nonviolent"	"Hard"
"213"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"Maybe"	"no"	"4"	"To see how mad we were at eachother"	"TG"	"6"	"JC"	"1395014400"	"0.54861111111111105"	"HG"	"2"	"2"	"0"	"373"	"12"	"1617"	"85"	"87"	"Yes"	"When asked if anything seemed off or what he thought we were trying to measure, participant wasn’t sure \"I don’t know\". He said he didn’t understand the connection between the essay and the vidoe game. Participant was supposed to be condition 1, but I game hime the game and instructions for condition 2 by mistake"	"TG"	"3"	"6"	"3"	"5"	"5"	"4"	"No"	"No"	"7"	"7"	"7"	"3"	"1"	"6"	"1"	"6"	"4"	"6"	"2"	"3"	"1"	"2"	"7"	"3"	"4"	"7"	"6"	"7"	"7"	"7"	"7"	"7"	"M"	"19"	"5"	"3"	"2.7"	"TG"	"4"	"7"	"5"	"6"	"8"	"6"	"TG"	"0.951179905991675"	"0.955640894178893"	"891.1"	"89.135"	"847.6"	"86.52"	"890.15"	"88.87"	"850.65"	"78.645"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Hard"
"214"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"3"	"To see how we felt towards other people"	"TG"	"9"	"JC"	"1395100800"	"0.625"	"RP"	"4"	"2"	"2"	"380"	"10"	"1675"	"103"	"89"	"Yes"	NA	"TG"	"2"	"4"	"2"	"1"	"1"	"7"	"Yes"	"Yes"	"7"	"5"	"5"	"6"	"2"	"7"	"2"	"5"	"5"	"6"	"2"	"4"	"1"	"5"	"7"	"3"	"3"	"5"	"6"	"7"	"5"	"6"	"7"	"7"	"M"	"19"	"1"	"1"	"3.2749999999999999"	"TG"	"3"	"0"	"0"	"7"	"4"	"2"	"TG"	"0.952520788022401"	"0.98857592274481"	"821.55"	"87.905"	"782.6"	"85.815"	"775.65"	"83.075"	"766.2"	"83.33"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Hard"
"215"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"Maybe"	"no "	"2"	"To see if their negitively grading our essay would make us give them a longer time to be in the water"	"TG"	"4"	"JC"	"1395100800"	"0.625"	"JC "	"2"	"3"	"0"	"91"	"22"	"382"	"27"	"0"	"Maybe"	"Probably not because he said he thought I graded his essay"	"TG"	"2"	"4"	"2"	"4"	"2"	"3"	"Yes"	"Yes"	"7"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"7"	"5"	"5"	"2"	"4"	"M"	"18"	"5"	"1"	"3.34 C, 3.4 HS"	"TG"	"3"	"4"	"2"	"5"	"2"	"4"	"TG"	"0.959083231581048"	"0.950615349912103"	"938.4"	"88.47"	"900"	"84.96"	"926.15"	"85.29"	"880.4"	"88.34"	"NA, NA"	"Rachel, Taylor"	"Nonviolent"	"Easy"
"216"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1395100800"	NA	"RP"	"4"	"4"	NA	NA	NA	NA	NA	NA	"No"	"Wrong Study"	"TG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1.03202381407358"	"1.01052736106774"	"824.4"	"78.44"	"850.6"	"81.41"	"816.8"	"86.81"	"825.4"	"78.925"	"NA, NA"	"Rachel, Taylor"	"Nonviolent"	"Hard"
"217"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"No"	"No"	"4"	"We were more likely to assign a worse amount of time to our unseen partners if they insulted your essay"	"TG"	"9"	"JC"	"1395100800"	"0.66666666666666663"	"JC"	"2"	"1"	"0"	"420"	"15"	"583"	"280"	"0"	"No"	"Said he thought the feedback was fake and we were trying to measure aggression"	"TG"	"5"	"1"	"5"	"1"	"1"	"5"	"No"	"No"	"5"	"5"	"5"	"1"	"1"	"7"	"3"	"5"	"6"	"6"	"1"	"1"	"2"	"3"	"6"	"2"	"7"	"5"	"4"	"7"	"6"	"3"	"5"	"5"	"M"	"19"	"5"	"1"	"3.3"	"TG"	"5"	"3"	"5"	"6"	"5"	"5"	"TG"	"0.916691842785817"	"0.928292919612964"	"918.95"	"88.31"	"842.4"	"81.225"	"912.85"	"83.805"	"847.4"	"88.35"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Easy"
"218"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"3"	"Most likely if we were angered at the other participanta judging of our essays, we would give a stringer distraction"	"TG"	"7"	"JC"	"1395100800"	"0.76041666666666663"	"DT"	"4"	"2"	"2"	"460"	"15"	"1644"	"159"	"93"	"Yes"	NA	"TG"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"6"	"7"	"5"	"5"	"6"	"1"	"5"	"4"	"3"	"5"	"6"	"1"	"4"	"7"	"4"	"3"	"6"	"3"	"7"	"7"	"7"	"5"	"6"	"M"	"18"	"5"	"1"	"3.3"	"TG"	"-2"	"5"	"-1"	"7"	"-1"	"1"	"TG"	"0.952946627097069"	"0.950552888393861"	"849.7"	"88.82"	"809.75"	"86.215"	"866.4"	"83.605"	"823.6"	"89.235"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Hard"
"219"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"2"	"To see if the other persons response made us mad if it did we would assign them a large distraction. "	"TG"	"5"	"JC"	"1395100800"	"0.76041666666666663"	"MB"	"2"	"3"	"0"	"526"	"17"	"2499"	"135"	"0"	"Yes"	"No suspicions"	"TG"	"4"	"1"	"1"	"1"	"1"	"7"	"No"	"No"	"7"	"2"	"5"	"1"	"1"	"1"	"1"	"1"	"2"	"7"	"1"	"2"	"1"	"1"	"7"	"1"	"2"	"3"	"1"	"7"	"7"	"1"	"1"	"4"	"M"	"19"	"5"	"1"	"3.6080000000000001"	"TG"	"5"	"1"	"7"	"10"	"5"	"4"	"TG"	"0.919722879999903"	"0.955444534051111"	"959.35"	"85.245"	"882.3"	"86.64"	"925.05"	"85.35"	"883.85"	"87.505"	"NA, NA"	"Rachel, Taylor"	"Nonviolent"	"Easy"
"22"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"4"	"I think based on the evaluation your partner gave you on your essay, that effected how long you gave the distraction time"	"AM"	"9"	"CH"	"41546"	"0.54166666666666663"	"JH"	"2"	"2"	"1"	"235"	"4"	"1005"	"81"	"47"	"Yes"	"Seems OK despite chatty guy in other room"	"AM"	"5"	"1"	"6"	"4"	"1"	"5"	"No"	"No"	"7"	"4"	"6"	"3"	"1"	"3"	"1"	"6"	"4"	"6"	"5"	"6"	"1"	"6"	"7"	"1"	"1"	"7"	"5"	"7"	"6"	"6"	"5"	"7"	"M"	"18"	"5"	"1"	"3.8"	"AM"	"8"	"10"	"7"	"9"	"5"	"8"	"CH"	"0.946476170167395"	"0.957071848169905"	"937.9"	"87.49"	"887.7"	"82.95"	"885.2"	"85.98"	"847.2"	"84.31"	NA	"Julian"	"Violent"	"Hard"
"220"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No "	"4"	"to test aggression/anger from the evaluated essay"	"TG"	"3"	"JC"	"1395100800"	"0.80208333333333337"	"DT"	"4"	"4"	"0"	"484"	"19"	"1439"	"189"	"104"	"No"	"Reactions to negative/ positive enviroments"	"TG"	"2"	"4"	"4"	"1"	"4"	"4"	"No"	"No"	"7"	"1"	"1"	"1"	"1"	"4"	"1"	"5"	"6"	"6"	"4"	"3"	"2"	"2"	"7"	"1"	"5"	"3"	"3"	"6"	"5"	"7"	"6"	"6"	"M"	"19"	"5"	"1"	"3.1"	"TG"	"2"	"2"	"0"	"5"	"1"	"1"	"TG"	"0.960077276707454"	"0.98072998187786"	"811.6"	"89.115"	"779.25"	"86.795"	"812.25"	"88.66"	"796.6"	"87.95"	"NA, NA"	"Rachel, Taylor"	"Nonviolent"	"Hard"
"221"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"1"	"to get back at the other person if they evaluated your essay on the other topic"	"TG"	"5"	"JC"	"1395100800"	"0.80208333333333337"	"MB"	"2"	"1"	"0"	"278"	"22"	"892"	"200"	NA	"Yes"	"No suspicions"	"TG"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"4"	"4"	"1"	"1"	"4"	"4"	"4"	"4"	"7"	"1"	"1"	"1"	"1"	"7"	"1"	"1"	"4"	"5"	"5"	"5"	"7"	"5"	"4"	"M"	"19"	"5"	"1"	"3.1"	"TG"	"3"	"-10"	"4"	"2"	"-2"	"3"	"TG"	"0.936900617021684"	"0.922176824039219"	"801.15"	"85.92"	"750.6"	"86.26"	"795.4"	"83.325"	"733.5"	"89.45"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Easy"
"222"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"1"	"Aggression?"	"TG"	"6"	"JC"	"1395187200"	"0.41666666666666669"	"RP"	"2"	"2"	"0"	"298"	"10"	"1193"	"66"	"56"	"Yes"	NA	"TG"	"4"	"4"	"4"	"3"	"3"	"4"	"No"	"No"	"6"	"5"	"5"	"5"	"4"	"6"	"6"	"6"	"5"	"6"	"3"	"3"	"3"	"3"	"5"	"2"	"3"	"5"	"2"	"5"	"3"	"3"	"1"	"1"	"M"	"19"	"5"	"1"	"4"	"TG"	"3"	"4"	"0"	"2"	"-3"	"2"	"TG"	"0.945236337215077"	"0.95097631145349"	"943.95"	"81.655"	"892.3"	"76.9"	"943.55"	"87.27"	"897.3"	"86.9"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Hard"
"223"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"Maybe"	"yes"	"1"	"To see how aggressive we would be towards one another pot eval"	"TG"	"9"	"JC"	"1395187200"	"0.41666666666666669"	"JC"	"4"	"3"	"0"	"432"	"14"	"2314"	"92"	"0"	"Yes"	"He was definitely convinced"	"TG"	"6"	"1"	"1"	"1"	"1"	"6"	"No"	"No"	"7"	"1"	"5"	"1"	"1"	"4"	"1"	"1"	"1"	"7"	"1"	"1"	"1"	"2"	"1"	"1"	"6"	"4"	"2"	"7"	"6"	"4"	"3"	"7"	"M"	"20"	"2 and 5"	"3"	"2.8"	"TG"	"5"	"-10"	"0"	"5"	"-8"	"-5"	"TG"	"0.899395974778122"	"0.918201385947065"	"916.45"	"88.185"	"824.25"	"88.505"	"912.7"	"84.26"	"837.85"	"77.665"	"NA, NA"	"Rachel, Taylor"	"Nonviolent"	"Easy"
"224"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"Yes"	"Maybe"	"2"	"To distract the other partner"	"TG"	"9"	"TG"	"1395187200"	NA	"RP"	"4"	"4"	"6"	"277"	"6"	"831"	"138"	"92"	NA	NA	"TG"	"5"	"1"	"3"	"1"	"1"	"3"	"No"	"No"	"3"	"3"	"3"	"5"	"5"	"5"	"3"	"5"	"3"	"3"	"4"	"5"	"4"	"5"	"4"	"5"	"5"	"4"	"5"	"5"	"5"	"4"	"2"	"4"	"M"	"19"	"5"	"1"	"3 C, 4 HS"	"TG"	"1"	"3"	"2"	"7"	"5"	"4"	"TG"	"0.950711650908501"	"0.968167815415359"	"888.5"	"89.935"	"844.7"	"67.69"	"873.45"	"88.195"	"845.65"	"76.14"	"NA, NA"	"Rachel, Taylor"	"Nonviolent"	"Hard"
"225"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"Maybe"	"maybe"	"3"	"To measure how I feel about the judging my partner made of my essay"	"TG"	"7"	"TG"	"1395187200"	"0.45833333333333331"	"JC"	"2"	"1"	"0"	"320"	"10"	"1152"	"175"	"0"	"Yes"	"Definitely Convinced"	"TG"	"2"	"2"	"2"	"1"	"1"	"2"	"No"	"No"	"6"	"3"	"5"	"2"	"5"	"7"	"2"	"4"	"7"	"7"	"2"	"1"	"1"	"1"	"7"	"5"	"7"	"5"	"2"	"3"	"3"	"4"	"3"	"4"	"M"	"20"	"5"	"4"	"3"	"TG"	"10"	"7"	"8"	"8"	"5"	"6"	"TG"	"0.951565791127042"	"0.957855373854257"	"893.45"	"85.345"	"850.15"	"89.055"	"885.5"	"82.535"	"848.15"	"87.09"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Easy"
"226"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"Maybe"	"yes"	"2"	"To evaluate hoe the game made us feel after playing it "	"TG"	"9"	"JC"	"1396224000"	"0.625"	"AM"	"4"	"2"	"2"	"249"	"6"	"975"	"61"	"67"	"Yes"	"Thought hand scan was weird"	"TG"	"3"	"3"	"5"	"1"	"2"	"5"	"No"	"No"	"6"	"5"	"5"	"5"	"4"	"6"	"2"	"5"	"4"	"5"	"3"	"5"	"2"	"4"	"5"	"3"	"5"	"5"	"4"	"5"	"5"	"6"	"2"	"3"	"M"	"19"	"5"	"1"	"3.6"	"TG"	"9"	"8"	"9"	"10"	"8"	"9"	"TG"	"0.969161929610698"	"0.973114296910573"	"894.25"	"83.79"	"866"	"80.89"	"896.35"	"84.03"	"871.9"	"81.595"	"NA, NA"	"Rachel, Taylor"	"Violent"	"Hard"
"227"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"Maybe"	"no"	"4"	"to see how upset we were with each others grading"	"TG"	"9"	"JC"	"1396310400"	"0.70833333333333337"	"JC"	"2"	"3"	"0"	"494"	"15"	"983"	"303"	"0"	"Yes"	"He was convinced"	"TG"	"7"	"1"	"4"	"1"	"1"	"7"	"No"	"No"	"4"	"7"	"7"	"1"	"1"	"1"	"1"	"1"	"4"	"4"	"4"	"1"	"4"	"4"	"4"	"1"	"4"	"7"	"4"	"7"	"7"	"7"	"7"	"7"	"M"	"18"	"5"	"1"	"3"	"TG"	"5"	"5"	"5"	"10"	"8"	"5"	"TG"	"0.949468724255318"	"0.939242364977608"	"857.05"	"88.095"	"813.75"	"88.73"	"878.75"	"85.89"	"825.35"	"82.865"	"NA, crooked finger, little unclear"	"Rachel, Taylor"	"Nonviolent"	"Easy"
